id,rated,turns,victory_status,winner,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply,time_base,time_increment,game_duration_mins,rating_gap,avg_rating,rating_tier,time_control_category,opening_family,is_upset,white_wins,turns_zscore,is_draw
82eQJjMY,True,114,mate,black,nihad88,1500.0,mrjv,1492,C01,French Defense: Exchange Variation,5,15.0,15.0,58.5,8.0,1496.0,Intermediate,Classical,French Defense,True,0,1.721047705376393,0
bnNp1Kvr,True,54,resign,black,shviktor,1310.0,mrjv,1476,C02,French Defense: Advance Variation |  Nimzowitsch System,7,15.0,15.0,43.5,-166.0,1393.0,Intermediate,Classical,French Defense,False,0,-0.16913627839400366,0
wWqLuzp7,True,23,resign,white,mrjv,1466.0,deuced,1433,B32,Sicilian Defense: Open,5,15.0,15.0,35.75,33.0,1450.0,Intermediate,Classical,Sicilian Defense,False,1,-1.1457313366753752,0
CTI90Nr9,True,21,resign,white,knobknobdunk,1514.0,mrjv,1486,D15,Slav Defense: Schlechter Variation,8,15.0,15.0,35.25,28.0,1500.0,Intermediate,Classical,Slav Defense,False,1,-1.2087374694677218,0
PQieTr1j,True,40,resign,black,mrjv,1495.0,ezi9500,1562,C44,Scotch Game: Scotch Gambit,7,15.0,15.0,40.0,-67.0,1528.0,Advanced,Classical,Scotch Game,False,0,-0.6101792079404296,0
agBM6XIu,True,50,mate,black,defendorius,1306.0,mrjv,1489,D35,Queen's Gambit Declined: Exchange Variation,7,15.0,15.0,42.5,-183.0,1398.0,Intermediate,Classical,Queen's Gambit Declined,False,0,-0.2951485439786968,0
AwjMYSh9,True,57,resign,white,mrjv,1479.0,alekhinesdef,1459,C44,Scotch Game,5,15.0,15.0,44.25,20.0,1469.0,Intermediate,Classical,Scotch Game,False,1,-0.07462707920548384,0
Sex35bOq,True,24,resign,black,mrjv,1490.0,veekky,1487,C44,Scotch Game,5,15.0,15.0,36.0,3.0,1488.0,Intermediate,Classical,Scotch Game,True,0,-1.114228270279202,0
SfbROz3i,True,40,resign,white,ian_ch,1453.0,mrjv,1503,C02,French Defense: Advance Variation #3,5,15.0,15.0,40.0,-50.0,1478.0,Intermediate,Classical,French Defense,True,1,-0.6101792079404296,0
vbc1gHum,True,16,resign,black,mrjv,1516.0,sallen99,1467,B12,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,7,15.0,15.0,34.0,49.0,1492.0,Intermediate,Classical,Caro-Kann Defense,True,0,-1.3662528014485882,0
pDADqjxu,True,68,resign,black,kferapont,2144.0,wardsstone,2079,C05,French Defense: Tarrasch Variation |  Closed Variation #2,12,30.0,30.0,94.0,65.0,2112.0,Master,Classical,French Defense,True,0,0.2719066511524222,0
NDwH13XO,True,78,resign,black,tmaus,2046.0,kferapont,2136,E73,King's Indian Defense: Averbakh Variation |  Modern Defense,12,30.0,30.0,99.0,-90.0,2091.0,Expert,Classical,King's Indian Defense,False,0,0.586937315114155,0
Ss4k5BZz,False,41,resign,white,kferapont,2136.0,razorboy,2243,B02,Alekhine Defense: Scandinavian Variation,4,15.0,10.0,36.83,-107.0,2190.0,Master,Classical,Alekhine Defense,True,1,-0.5786761415442563,0
pbn8kiG5,False,30,mate,black,benedictine,1931.0,kferapont,2136,C44,Ponziani Opening,5,5.0,5.0,12.5,-205.0,2034.0,Expert,Blitz,Ponziani Opening,False,0,-0.9252098719021623,0
ldhTrMwX,False,33,resign,white,kferapont,2136.0,benedictine,1931,C60,Ruy Lopez: Cozio Defense |  Paulsen Variation,8,5.0,5.0,12.75,205.0,2034.0,Expert,Blitz,Ruy Lopez,False,1,-0.8307006727136425,0
HZTniDNC,False,43,resign,white,benedictine,1931.0,kferapont,2136,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7,5.0,5.0,13.58,-205.0,2034.0,Expert,Blitz,Italian Game,True,1,-0.5156700087519097,0
vSuqSvzd,False,72,resign,black,kferapont,2136.0,benedictine,1931,C60,Ruy Lopez: Cozio Defense |  Paulsen Variation,8,5.0,5.0,16.0,205.0,2034.0,Expert,Blitz,Ruy Lopez,True,0,0.3979189167371153,0
n0SgVHUU,True,109,resign,white,kferapont,2123.0,eintaluj,2214,C60,Ruy Lopez: Cozio Defense,6,60.0,30.0,174.5,-91.0,2168.0,Master,Classical,Ruy Lopez,True,1,1.5635323733955266,0
OAvWzvjS,True,100,resign,black,alekc31,2004.0,kferapont,2115,E77,King's Indian Defense: Six Pawns Attack,8,15.0,10.0,46.67,-111.0,2060.0,Expert,Classical,King's Indian Defense,False,0,1.280004775829967,0
Prh2FiPz,True,61,resign,white,kferapont,2108.0,obi-wan_benoni,1984,C03,French Defense: Tarrasch Variation |  Morozevich Variation,6,15.0,10.0,40.17,124.0,2046.0,Expert,Classical,French Defense,False,1,0.05138518637920927,0
0605aXGr,True,88,resign,black,mohamadi46,1935.0,kferapont,2102,E77,King's Indian Defense: Six Pawns Attack,8,10.0,0.0,20.0,-167.0,2018.0,Expert,Rapid,King's Indian Defense,False,0,0.9019679790758878,0
52TB613t,True,62,resign,black,kferapont,2109.0,goodboybishop,2240,B01,Scandinavian Defense: Gubinsky-Melts Defense,6,30.0,30.0,91.0,-131.0,2174.0,Master,Classical,Scandinavian Defense,False,0,0.08288825277538255,0
YCi73cDU,True,122,resign,black,superswaggin,1902.0,kferapont,2104,E94,King's Indian Defense: Orthodox Variation |  Glek Defense,14,30.0,30.0,121.0,-202.0,2003.0,Expert,Classical,King's Indian Defense,False,0,1.9730722365457791,0
O4doB4iY,True,32,resign,black,wizardchess007,1980.0,kferapont,2097,A48,London System,5,10.0,0.0,20.0,-117.0,2038.0,Expert,Rapid,London System,False,0,-0.8622037391098157,0
0jtMyuKt,False,79,resign,white,eintaluj,2204.0,kferapont,2097,A04,Zukertort Opening: Nimzo-Larsen Variation,3,90.0,30.0,219.5,107.0,2150.0,Master,Classical,Zukertort Opening,False,1,0.6184403815103283,0
jQgvdXzZ,True,70,draw,draw,madatadam,2085.0,kferapont,2097,C75,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,10,45.0,45.0,142.5,-12.0,2091.0,Expert,Classical,Ruy Lopez,False,0,0.33491278394476875,1
u6L2Tm6L,True,136,draw,draw,leyensau,2178.0,kferapont,2094,E92,King's Indian Defense: Exchange Variation,13,15.0,0.0,30.0,84.0,2136.0,Master,Classical,King's Indian Defense,False,0,2.4141151660922047,1
aIsK6TJk,True,144,resign,black,kferapont,2104.0,fslima,2124,B56,Sicilian Defense: Spielmann Variation,11,15.0,0.0,30.0,-20.0,2114.0,Master,Classical,Sicilian Defense,False,0,2.666139697261591,0
ocPFHuD0,True,66,resign,black,kferapont,2119.0,humus_land,1959,C68,Ruy Lopez: Columbus Variation,7,15.0,0.0,30.0,160.0,2039.0,Expert,Classical,Ruy Lopez,True,0,0.20890051836007564,0
1B3yBZsR,True,47,resign,white,xxblinkxx,1595.0,mamaduck,1332,A45,Indian Game,2,30.0,30.0,83.5,263.0,1464.0,Intermediate,Classical,Indian Game,False,1,-0.38965774316721663,0
OUCdQbcq,True,58,resign,black,mamaduck,1334.0,finessemax,1735,E51,Nimzo-Indian Defense: Normal Variation |  Ragozin Variation,10,30.0,30.0,89.0,-401.0,1534.0,Advanced,Classical,Nimzo-Indian Defense,False,0,-0.043124012809310566,0
oK51C1ur,False,54,resign,black,mamaduck,1334.0,sparklehorse,2475,A40,English Defense,4,30.0,30.0,87.0,-1141.0,1904.0,Expert,Classical,English Defense,False,0,-0.16913627839400366,0
oHKrRS0n,False,38,outoftime,black,soultego,2108.0,mamaduck,1334,C55,Italian Game: Two Knights Defense |  Open Variation,7,10.0,0.0,20.0,774.0,1721.0,Advanced,Rapid,Italian Game,True,0,-0.6731853407327761,0
b76uTk2f,False,53,mate,white,mamaduck,1337.0,cubanoases,1331,D41,Queen's Gambit Declined: Semi-Tarrasch Defense |  Exchange Variation,11,10.0,0.0,20.0,6.0,1334.0,Intermediate,Rapid,Queen's Gambit Declined,False,1,-0.20063934479017695,0
eGYl2uTT,False,43,resign,white,mamaduck,1337.0,cubanoases,1331,A44,Semi-Bononi,6,10.0,0.0,20.0,6.0,1334.0,Intermediate,Rapid,Semi-Bononi,False,1,-0.5156700087519097,0
JeSxkoWw,False,67,resign,white,mamaduck,1337.0,cubanoases,1331,D85,Gruenfeld Defense: Exchange Variation,8,10.0,0.0,20.0,6.0,1334.0,Intermediate,Rapid,Gruenfeld Defense,False,1,0.24040358475624893,0
jfqW6r8I,True,147,mate,white,joserec,1601.0,mamaduck,1341,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9,10.0,0.0,20.0,260.0,1471.0,Intermediate,Rapid,Ruy Lopez,False,1,2.760648896450111,0
wA0u0jGx,True,38,resign,black,mamaduck,1347.0,oiuytre,1546,D20,Queen's Gambit Accepted: Saduleto Variation,5,10.0,0.0,20.0,-199.0,1446.0,Intermediate,Rapid,Queen's Gambit Accepted,False,0,-0.6731853407327761,0
ffmO5hgC,True,76,resign,black,mamaduck,1330.0,aldaarqt,1653,D20,Queen's Gambit Accepted: Saduleto Variation,5,10.0,0.0,20.0,-323.0,1492.0,Intermediate,Rapid,Queen's Gambit Accepted,False,0,0.5239311823218085,0
aA83joLd,True,99,resign,white,kingsmagician,1721.0,djlambton,1834,D17,Slav Defense: Czech Variation,10,10.0,0.0,20.0,-113.0,1778.0,Advanced,Rapid,Slav Defense,True,1,1.2485017094337938,0
g49CV7Kz,True,47,resign,white,djlambton,1793.0,kingsmagician,1730,B13,Caro-Kann Defense: Panov Attack #2,7,10.0,0.0,20.0,63.0,1762.0,Advanced,Rapid,Caro-Kann Defense,False,1,-0.38965774316721663,0
gMaxuDlU,False,44,resign,black,proger128,1784.0,dimitris22,1812,B08,Pirc Defense: Classical Variation,8,10.0,0.0,20.0,-28.0,1798.0,Advanced,Rapid,Pirc Defense,False,0,-0.48416694235573643,0
4LDNEO12,False,62,resign,black,dimitris22,1812.0,guest7777,2012,A43,Old Benoni Defense,2,10.0,0.0,20.0,-200.0,1912.0,Expert,Rapid,Old Benoni Defense,False,0,0.08288825277538255,0
wTXJOlLe,False,44,resign,black,widemax,1624.0,dimitris22,1812,E61,King's Indian Defense: Smyslov Variation,9,5.0,5.0,13.67,-188.0,1718.0,Advanced,Blitz,King's Indian Defense,False,0,-0.48416694235573643,0
JBZK4LUI,False,85,draw,draw,dimitris22,1812.0,ibegal68,1897,A46,Indian Game: London System,5,10.0,0.0,20.0,-85.0,1854.0,Expert,Rapid,Indian Game,False,0,0.8074587798873679,1
VUls9OMa,False,91,resign,white,sakeerhussain,1791.0,dimitris22,1812,B09,Pirc Defense: Austrian Attack |  Dragon Formation,10,10.0,0.0,20.0,-21.0,1802.0,Expert,Rapid,Pirc Defense,True,1,0.9964771782644076,0
vRYzjVFM,False,71,mate,white,dimitris22,1812.0,bag_smg-m13,1704,D02,Queen's Pawn Game: Chigorin Variation,4,10.0,0.0,20.0,108.0,1758.0,Advanced,Rapid,Queen's Pawn Game,False,1,0.36641585034094204,0
Vyl8jcMD,False,63,resign,white,dimitris22,1812.0,anevko,1812,D02,Queen's Pawn Game: Zukertort Variation,3,10.0,0.0,20.0,0.0,1812.0,Expert,Rapid,Queen's Pawn Game,False,1,0.11439131917155583,0
h9UaIYSU,False,53,resign,black,api62,1816.0,dimitris22,1812,E61,King's Indian Defense: Smyslov Variation,9,10.0,0.0,20.0,4.0,1814.0,Expert,Rapid,King's Indian Defense,True,0,-0.20063934479017695,0
MqCi655F,False,76,resign,black,dimitris22,1812.0,rafrom,1853,D02,Queen's Pawn Game: London System,5,10.0,0.0,20.0,-41.0,1832.0,Expert,Rapid,Queen's Pawn Game,False,0,0.5239311823218085,0
wWN5S5NT,False,124,mate,black,carman20,1156.0,dimitris22,1812,A00,Grob Opening,1,10.0,0.0,20.0,-656.0,1484.0,Intermediate,Rapid,Grob Opening,False,0,2.0360783693381257,0
uDpTTeJT,False,132,mate,black,tidave99,1757.0,dimitris22,1812,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5,10.0,0.0,20.0,-55.0,1784.0,Advanced,Rapid,King's Indian Defense,False,0,2.2881029005075115,0
kpoJ3knn,False,39,resign,white,dimitris22,1812.0,jp62,1820,D02,Queen's Pawn Game: London System,5,10.0,0.0,20.0,-8.0,1816.0,Expert,Rapid,Queen's Pawn Game,True,1,-0.6416822743366029,0
aYSOyjwX,False,61,mate,white,dimitris22,1812.0,sanjaygupta,1500,D02,Queen's Pawn Game: Zukertort Variation,3,10.0,0.0,20.0,312.0,1656.0,Advanced,Rapid,Queen's Pawn Game,False,1,0.05138518637920927,0
rkyra9Dc,False,62,outoftime,black,whzzzz,1711.0,dimitris22,1812,A00,Van't Kruijs Opening,1,10.0,0.0,20.0,-101.0,1762.0,Advanced,Rapid,Van't Kruijs Opening,False,0,0.08288825277538255,0
kOKSxUVp,False,38,resign,black,patgarret,1625.0,dimitris22,1812,B07,Pirc Defense #3,6,10.0,0.0,20.0,-187.0,1718.0,Advanced,Rapid,Pirc Defense #3,False,0,-0.6731853407327761,0
5NWdxXyM,False,95,mate,white,ph07870,1711.0,dimitris22,1812,B07,Pirc Defense #4,2,10.0,0.0,20.0,-101.0,1762.0,Advanced,Rapid,Pirc Defense #4,True,1,1.1224894438491007,0
gycUodEJ,False,69,resign,white,dimitris22,1812.0,stas1914,1792,D02,Queen's Pawn Game: Krause Variation,4,10.0,0.0,20.0,20.0,1802.0,Expert,Rapid,Queen's Pawn Game,False,1,0.30340971754859547,0
mgOY4vyo,False,35,resign,white,dimitris22,1812.0,fibberybosch,1624,A41,Queen's Pawn,2,10.0,0.0,20.0,188.0,1718.0,Advanced,Rapid,Queen's Pawn,False,1,-0.767694539921296,0
Ekc8ABhQ,False,43,resign,white,simpkin,1742.0,dimitris22,1812,A45,Indian Game,2,10.0,0.0,20.0,-70.0,1777.0,Advanced,Rapid,Indian Game,True,1,-0.5156700087519097,0
FfmgkVUc,False,109,mate,white,hunnyman,1760.0,dimitris22,1812,E91,King's Indian Defense: Orthodox Variation,11,10.0,0.0,20.0,-52.0,1786.0,Advanced,Rapid,King's Indian Defense,True,1,1.5635323733955266,0
s2jbyJ0H,False,79,outoftime,white,dimitris22,1812.0,ilya_kamenev,1726,D02,Queen's Pawn Game: Zukertort Variation,3,10.0,0.0,20.0,86.0,1769.0,Advanced,Rapid,Queen's Pawn Game,False,1,0.6184403815103283,0
PZAJ35aM,False,74,resign,black,papaschalis,1800.0,dimitris22,1812,B07,Pirc Defense: Byrne Variation,7,10.0,0.0,20.0,-12.0,1806.0,Expert,Rapid,Pirc Defense,False,0,0.4609250495294619,0
YZO402Ei,False,120,outoftime,black,dimitris22,1812.0,loukas435,1834,A80,Dutch Defense,2,10.0,0.0,20.0,-22.0,1823.0,Expert,Rapid,Dutch Defense,False,0,1.9100661037534326,0
CVo1AaWM,False,62,mate,black,dimitris22,1812.0,maxwell_can,2203,D02,Queen's Pawn Game: London System,5,10.0,0.0,20.0,-391.0,2008.0,Expert,Rapid,Queen's Pawn Game,False,0,0.08288825277538255,0
nZEAKGRN,False,86,draw,draw,sethmonu,1921.0,dimitris22,1812,B08,Pirc Defense: Classical Variation,8,10.0,0.0,20.0,109.0,1866.0,Expert,Rapid,Pirc Defense,False,0,0.8389618462835412,1
j5KsdsZw,False,88,resign,black,dimitris22,1812.0,sethmonu,1921,D02,Queen's Pawn Game: London System,5,10.0,0.0,20.0,-109.0,1866.0,Expert,Rapid,Queen's Pawn Game,False,0,0.9019679790758878,0
U1TEPldO,False,35,resign,white,dimitris22,1812.0,bhuvi0372,1664,A40,Horwitz Defense,2,10.0,0.0,20.0,148.0,1738.0,Advanced,Rapid,Horwitz Defense,False,1,-0.767694539921296,0
O9YJRylR,False,39,resign,white,pvewol,1755.0,dimitris22,1812,B07,Pirc Defense #3,6,10.0,0.0,20.0,-57.0,1784.0,Advanced,Rapid,Pirc Defense #3,True,1,-0.6416822743366029,0
cOprBSpr,False,72,resign,black,arashdara,1500.0,dimitris22,1812,A00,Grob Opening,1,10.0,0.0,20.0,-312.0,1656.0,Advanced,Rapid,Grob Opening,False,0,0.3979189167371153,0
uBsDl9a7,False,31,resign,white,dimitris22,1812.0,aloriente,1709,A40,Modern Defense,2,10.0,0.0,20.0,103.0,1760.0,Advanced,Rapid,Modern Defense,False,1,-0.893706805505989,0
kL94bTCK,False,72,resign,black,dimitris22,1812.0,romchik_1,1837,A46,Indian Game: London System,5,10.0,0.0,20.0,-25.0,1824.0,Expert,Rapid,Indian Game,False,0,0.3979189167371153,0
HecdChIB,False,95,mate,white,rassypnov26,1695.0,dimitris22,1812,E81,King's Indian Defense: Saemisch Variation |  Normal Defense,10,10.0,0.0,20.0,-117.0,1754.0,Advanced,Rapid,King's Indian Defense,True,1,1.1224894438491007,0
ZoA02dEA,False,94,mate,black,dimitris22,1812.0,boratkazakhstan,1975,D02,Queen's Pawn Game: London System,5,10.0,0.0,20.0,-163.0,1894.0,Expert,Rapid,Queen's Pawn Game,False,0,1.0909863774529274,0
gpL1GVg6,False,48,resign,black,talonaiguille,1446.0,dimitris22,1812,A00,Polish Opening: King's Indian Variation |  Schiffler Attack,5,10.0,0.0,20.0,-366.0,1629.0,Advanced,Rapid,Polish Opening,False,0,-0.35815467677104335,0
y2PSJM89,False,126,resign,black,kkatos,1862.0,dimitris22,1812,E61,King's Indian Defense,6,10.0,0.0,20.0,50.0,1837.0,Expert,Rapid,King's Indian Defense,True,0,2.0990845021304723,0
FWe0VEI4,False,51,resign,white,dimitris22,1812.0,victorpezzotti,1735,A40,Queen's Pawn,1,10.0,0.0,20.0,77.0,1774.0,Advanced,Rapid,Queen's Pawn,False,1,-0.2636454775825235,0
qh8N8JOZ,False,83,resign,white,felixiou,1787.0,dimitris22,1812,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,4,10.0,0.0,20.0,-25.0,1800.0,Advanced,Rapid,English Opening,True,1,0.7444526470950213,0
FFJVD7fA,False,65,resign,black,kylecuver1,983.0,lanas2007,1714,C44,King's Knight Opening: Normal Variation,4,20.0,0.0,40.0,-731.0,1348.0,Intermediate,Classical,King's Knight Opening,False,0,0.1773974519639024,0
UgQdSMSf,True,60,mate,black,kylecuver1,994.0,slavy,1192,C10,French Defense: Marshall Variation,6,30.0,30.0,90.0,-198.0,1093.0,Beginner,Classical,French Defense,False,0,0.01988211998303599,0
VaMUSDpI,True,62,mate,black,kylecuver1,999.0,cptkirchhoff,1701,B01,Scandinavian Defense,2,30.0,30.0,91.0,-702.0,1350.0,Intermediate,Classical,Scandinavian Defense,False,0,0.08288825277538255,0
y0xbJfbw,False,26,mate,black,kylecuver1,999.0,yaaaaaaaaarg,1368,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,9.0,8.0,21.47,-369.0,1184.0,Beginner,Rapid,Ruy Lopez,False,0,-1.0512221374868553,0
mMuqBcE9,False,93,mate,white,thebadfish,1810.0,kylecuver1,999,B20,Sicilian Defense,2,20.0,20.0,71.0,811.0,1404.0,Intermediate,Classical,Sicilian Defense,False,1,1.059483311056754,0
OHCJOh13,False,48,mate,black,kylecuver1,999.0,thebadfish,1810,B01,Scandinavian Defense: Blackburne Gambit,6,20.0,20.0,56.0,-811.0,1404.0,Intermediate,Classical,Scandinavian Defense,False,0,-0.35815467677104335,0
kjL3jyeL,False,43,mate,white,thebadfish,1810.0,kylecuver1,999,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8,20.0,20.0,54.33,811.0,1404.0,Intermediate,Classical,Ruy Lopez,False,1,-0.5156700087519097,0
gY62scUn,False,34,mate,black,kylecuver1,999.0,thebadfish,1810,B00,Duras Gambit,2,20.0,20.0,51.33,-811.0,1404.0,Intermediate,Classical,Duras Gambit,False,0,-0.7991976063174693,0
H3seTkan,False,35,resign,white,thebadfish,1810.0,kylecuver1,999,B20,Sicilian Defense,2,20.0,20.0,51.67,811.0,1404.0,Intermediate,Classical,Sicilian Defense,False,1,-0.767694539921296,0
eELSAQUc,False,46,mate,black,kylecuver1,999.0,thebadfish,1810,B20,Sicilian Defense,2,20.0,20.0,55.33,-811.0,1404.0,Intermediate,Classical,Sicilian Defense,False,0,-0.4211608095633899,0
AGVfItd2,True,45,mate,white,spuntachessts,1300.0,kylecuver1,1006,C47,Four Knights Game: Scotch Variation,7,20.0,20.0,55.0,294.0,1153.0,Beginner,Classical,Four Knights Game,False,1,-0.45266387595956314,0
TEecPRdJ,False,28,resign,white,thebadfish,1812.0,kylecuver1,1006,B54,Sicilian Defense,5,45.0,45.0,111.0,806.0,1409.0,Intermediate,Classical,Sicilian Defense,False,1,-0.9882160046945089,0
zG6gwSFK,False,26,resign,white,sebapau89,1424.0,kylecuver1,1006,C45,Scotch Game,7,5.0,5.0,12.17,418.0,1215.0,Intermediate,Blitz,Scotch Game,False,1,-1.0512221374868553,0
HaAi9Cpd,False,27,resign,black,kylecuver1,1006.0,jetulio,1293,B00,Nimzowitsch Defense,2,5.0,5.0,12.25,-287.0,1150.0,Beginner,Blitz,Nimzowitsch Defense,False,0,-1.0197190710906823,0
JjgwLXWx,True,76,mate,black,carloshvrt,1015.0,kylecuver1,981,B20,Sicilian Defense,2,9.0,4.0,23.07,34.0,998.0,Beginner,Rapid,Sicilian Defense,True,0,0.5239311823218085,0
n0s6sZaz,False,61,mate,white,denjan555,1349.0,kylecuver1,981,D10,Slav Defense,4,45.0,45.0,135.75,368.0,1165.0,Beginner,Classical,Slav Defense,False,1,0.05138518637920927,0
WEXRWkOx,True,28,resign,black,tchicota51,1024.0,kylecuver1,952,C44,Ponziani Opening,5,15.0,0.0,30.0,72.0,988.0,Beginner,Classical,Ponziani Opening,True,0,-0.9882160046945089,0
EbqSzn7Q,True,73,resign,black,kylecuver1,965.0,foufi88,1160,C44,King's Knight Opening: Normal Variation,4,6.0,7.0,20.52,-195.0,1062.0,Beginner,Rapid,King's Knight Opening,False,0,0.4294219831332886,0
bcLM0O2F,True,105,mate,white,melibea1964,1366.0,kylecuver1,970,B23,Sicilian Defense: Closed Variation,3,10.0,1.0,21.75,396.0,1168.0,Beginner,Rapid,Sicilian Defense,False,1,1.4375201078108335,0
3EjZG9D4,True,49,resign,white,tomrabbittt,1164.0,kylecuver1,984,B20,Sicilian Defense,2,10.0,8.0,26.53,180.0,1074.0,Beginner,Rapid,Sicilian Defense,False,1,-0.32665161037487006,0
gxQjNpo7,True,16,mate,black,kylecuver1,1003.0,tobias-lichess,1122,C41,Philidor Defense #2,4,15.0,15.0,34.0,-119.0,1062.0,Beginner,Classical,Philidor Defense #2,False,0,-1.3662528014485882,0
dQvNs5Ze,False,65,draw,draw,kylecuver1,1003.0,thebadfish,1813,B20,Sicilian Defense,2,15.0,15.0,46.25,-810.0,1408.0,Intermediate,Classical,Sicilian Defense,False,0,0.1773974519639024,1
UeoQFw6v,False,52,mate,black,kylecuver1,1003.0,ron2thelonjon,1623,C42,Petrov's Defense,4,15.0,15.0,43.0,-620.0,1313.0,Intermediate,Classical,Petrov's Defense,False,0,-0.23214241118635023,0
BPKHGBJc,True,82,resign,black,aliquantus,2207.0,artykom,2079,C65,Ruy Lopez: Berlin Defense #2,6,45.0,45.0,151.5,128.0,2143.0,Master,Classical,Ruy Lopez,True,0,0.7129495806988481,0
nihPe3HT,True,92,resign,black,iron-71,2017.0,artykom,2070,C65,Ruy Lopez: Berlin Defense #2,6,15.0,10.0,45.33,-53.0,2044.0,Expert,Classical,Ruy Lopez,False,0,1.0279802446605808,0
675MBlTn,True,42,mate,black,artykom,2088.0,ludvikkuranda,1815,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,15.0,10.0,37.0,273.0,1952.0,Expert,Classical,Italian Game,True,0,-0.547173075148083,0
BdPf8bNn,True,86,resign,black,vale03,1890.0,artykom,2083,C54,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11,15.0,10.0,44.33,-193.0,1986.0,Expert,Classical,Italian Game,False,0,0.8389618462835412,0
J2tSEnv5,True,86,resign,white,artykom,2078.0,bert71,1843,D30,Queen's Gambit Declined,4,15.0,10.0,44.33,235.0,1960.0,Expert,Classical,Queen's Gambit Declined,False,1,0.8389618462835412,0
03IUB5fo,True,102,draw,draw,artykom,2077.0,matingseason,2090,A40,English Defense,4,15.0,10.0,47.0,-13.0,2084.0,Expert,Classical,English Defense,False,0,1.3430109086223136,1
cxCx6anL,True,42,outoftime,black,docdoom,1842.0,artykom,2073,A57,Benko Gambit,6,15.0,10.0,37.0,-231.0,1958.0,Expert,Classical,Benko Gambit,False,0,-0.547173075148083,0
BOx8YbwI,True,54,resign,white,artykom,2064.0,vilenjak,1986,A60,Benoni Defense: Modern Variation,6,15.0,10.0,39.0,78.0,2025.0,Expert,Classical,Benoni Defense,False,1,-0.16913627839400366,0
6cRI7nVZ,True,77,resign,black,jdpeters,1818.0,artykom,2060,C67,Ruy Lopez: Berlin Defense |  l'Hermet Variation,10,15.0,10.0,42.83,-242.0,1939.0,Expert,Classical,Ruy Lopez,False,0,0.5554342487179817,0
p4Zek4Y7,True,62,resign,white,artykom,2052.0,urss-rbh,1940,A40,Englund Gambit,2,15.0,10.0,40.33,112.0,1996.0,Expert,Classical,Englund Gambit,False,1,0.08288825277538255,0
N7AMkPfL,True,36,resign,black,urss-rbh,1949.0,artykom,2044,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,15.0,10.0,36.0,-95.0,1996.0,Expert,Classical,Italian Game,False,0,-0.7361914735251227,0
JFyjPdqb,True,118,resign,black,artykom,2060.0,akmar,1865,D02,Queen's Gambit Refused: Baltic Defense |  Queen Attack,5,15.0,10.0,49.67,195.0,1962.0,Expert,Classical,Queen's Gambit Refused,True,0,1.847059970961086,0
jdoXGSyM,True,122,mate,black,amo_0,2035.0,artykom,2050,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8,15.0,10.0,50.33,-15.0,2042.0,Expert,Classical,Ruy Lopez,False,0,1.9730722365457791,0
iUI5fuAL,True,90,resign,black,artykom,2050.0,marthiixd,2028,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9,15.0,10.0,45.0,22.0,2039.0,Expert,Classical,King's Indian Defense,True,0,0.9649741118682343,0
qSmJxs6L,True,57,resign,white,artykom,2044.0,twodoors,1874,A40,Englund Gambit Complex: Englund Gambit,6,15.0,10.0,39.5,170.0,1959.0,Expert,Classical,Englund Gambit Complex,False,1,-0.07462707920548384,0
izMe5pGf,True,69,resign,white,gokkangok,1877.0,artykom,2044,C67,Ruy Lopez: Berlin Defense |  l'Hermet Variation,10,15.0,10.0,41.5,-167.0,1960.0,Expert,Classical,Ruy Lopez,True,1,0.30340971754859547,0
BiiC5fxA,False,101,mate,white,artykom,2044.0,fluffyduck,1491,D06,Queen's Gambit Refused: Marshall Defense,4,10.0,5.0,28.42,553.0,1768.0,Advanced,Rapid,Queen's Gambit Refused,False,1,1.3115078422261404,0
xTds6c57,True,62,resign,black,artykom,2044.0,deoleo,2122,D35,Queen's Gambit Declined: Normal Defense,6,15.0,10.0,40.33,-78.0,2083.0,Expert,Classical,Queen's Gambit Declined,False,0,0.08288825277538255,0
sjwi8GHa,False,66,draw,draw,artykom,2044.0,tomsawyer2112,2022,E20,Nimzo-Indian Defense #2,5,10.0,5.0,25.5,22.0,2033.0,Expert,Rapid,Nimzo-Indian Defense #2,False,0,0.20890051836007564,1
fgGcScCj,True,107,resign,white,artykom,2037.0,ehsano,1882,B12,Caro-Kann Defense: Advance Variation,5,15.0,10.0,47.83,155.0,1960.0,Expert,Classical,Caro-Kann Defense,False,1,1.50052624060318,0
